,amenity,lat,lon,name,tags,timestamp,tim_index,_id,driveThruLaneType,franchiseGroupId,frontCounterClosed,hasBreakfast,hasCurbside,hasDineIn,hasDelivery,hasMobileOrdering,hasTakeOut,hasWifi,latitude,longitude,mobileOrderingStatus,addr,number,parkingType,phoneNumber,Unnamed: 34,tags_len
55,0,49.2848332,-123.1209459,Tim Hortons,"{u'cuisine': u'coffee_shop', u'addr:city': u'Vancouver', u'addr:province': u'BC', u'opening_hours': u'24/7', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons'}",2020-03-11 11:43:09,170,restaurant_68215,2,101442.0,0,1,0,0,1,1,1,1,49.284677,-123.12063700000002,1,"Ground Level - 1055 GEORGIA ST W VANCOUVER, British Columbia V6E 3P3 - Canada",102467,0,6046870348,,8
56,0,49.033597,-122.8014115,Tim Hortons,"{u'addr:housenumber': u'1767', u'addr:postcode': u'V4A 4N3', u'internet_access': u'wlan', u'addr:street': u'152 Street'}",2018-08-13 02:42:57,60,restaurant_66523,2,102135.0,0,1,0,0,1,1,1,1,49.033465,-122.801432,1,"1767 152nd STREET SURREY, British Columbia V4A 4N3 - Canada",100446,1,6045315111,,4
57,0,49.2469482,-122.749874,Tim Hortons,"{u'cuisine': u'coffee_shop', u'drive_through': u'yes', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons'}",2020-02-22 10:15:31,54,restaurant_67764,0,101343.0,0,1,0,0,1,1,1,1,49.246853,-122.74962099999999,1,"1320 KINGSWAY AVENUE PORT COQUITLAM, British Columbia V3C 1S2 - Canada",101911,1,6044688870,,6
58,0,49.219026,-122.9666739,Tim Hortons,"{u'cuisine': u'coffee_shop', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'internet_access': u'wlan', u'brand:wikipedia': u'en:Tim Hortons'}",2019-07-02 08:21:58,111,restaurant_66279,2,100045.0,0,1,0,1,1,1,1,1,49.218924,-122.96653500000001,1,"6641 KINGSWAY BURNABY, British Columbia V5E 1E2 - Canada",100115,2,6044375125,,6
59,0,49.0406965,-122.2203188,Tim Hortons,"{u'cuisine': u'coffee_shop', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes'}",2019-06-18 06:13:28,2,restaurant_66754,0,101327.0,1,1,0,0,1,1,1,1,49.040603999999995,-122.22039299999999,1,"2054 WHATCOM RD UNIT 1 ABBOTSFORD, British Columbia V2S 4N4 - Canada",100734,1,6048559655,,5
60,0,49.1821446,-122.8439927,Tim Hortons,"{u'addr:housenumber': u'9900', u'cuisine': u'coffee_shop', u'addr:city': u'Surrey', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons', u'addr:street': u'King George Boulevard'}",2019-09-13 20:57:04,78,restaurant_75997,2,100775.0,0,1,0,0,1,1,1,1,49.182237,-122.844626,1,"9900 King George Blvd Surrey, British Columbia V3T 4Y3 - Canada",106868,0,604.582.9449,,8
61,0,49.2117388,-122.8624839,Tim Hortons,"{u'addr:housenumber': u'12925', u'addr:city': u'Surrey', u'addr:street': u'115 Avenue'}",2019-09-13 20:57:04,85,restaurant_75898,2,102258.0,0,1,0,0,1,1,1,0,49.211645000000004,-122.862356,1,"12925 115th Avenue Surrey, British Columbia V3R 0E2 - Canada",107386,0,604-589-8354,,3
62,0,49.2658085,-123.1223088,Tim Hortons,"{u'addr:housenumber': u'818', u'cuisine': u'coffee_shop', u'addr:city': u'Vancouver', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons', u'addr:street': u'West 6th Avenue'}",2019-09-13 20:57:04,168,restaurant_75836,2,100007.0,0,1,0,1,1,1,1,0,49.266021,-123.122437,1,"818 West 6th street Vancouver, British Columbia V5Z 1A6 - Canada",107535,0,6045640440,,8
63,0,49.2015761,-122.912837,Tim Hortons,"{u'addr:housenumber': u'888', u'cuisine': u'coffee_shop', u'addr:unit': u'205', u'addr:city': u'New Westminster', u'addr:postcode': u'V3M 0C6', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons', u'addr:street': u'Carnarvon Street'}",2019-09-13 20:57:04,99,restaurant_69754,2,100013.0,1,1,0,0,1,1,1,1,49.201676,-122.91274399999999,1,"800 CARNARVON ST -UNIT#205 NEW WESTMINSTER, British Columbia V3M 0C3 - Canada",104817,3,6045231647,,10
64,0,49.2850471,-123.1120652,Tim Hortons,"{u'website': u'https://www.timhortons.com/', u'cuisine': u'coffee_shop', u'source:location': u'gps', u'brand': u'Tim Hortons', u'source': u'survey', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'operator': u'Restaurant Brands International Inc.', u'internet_access': u'wlan', u'brand:wikipedia': u'en:Tim Hortons'}",2019-08-30 00:30:29,160,restaurant_68828,2,101442.0,0,1,0,0,1,1,1,1,49.285165,-123.11251100000001,1,"555 HASTINGS STREET WEST VANCOUVER, British Columbia V6B 5K3 - Canada",102867,0,6046420348,,10
65,0,49.2792354,-123.1227256,Tim Hortons,"{u'website': u'https://www.timhortons.ca/', u'cuisine': u'coffee_shop', u'drive_through': u'no', u'addr:city': u'Vancouver', u'opening_hours': u'Mo-Su 05:00-00:00', u'brand': u'Tim Hortons', u'addr:housenumber': u'998', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'operator': u'Restaurant Brands International Inc.', u'addr:street': u'Granville Street', u'brand:wikipedia': u'en:Tim Hortons'}",2019-08-30 00:51:24,173,restaurant_69697,2,100007.0,0,1,0,0,1,1,1,1,49.279540999999995,-123.123108,1,"998 GRANVILLE ST VANCOUVER, British Columbia V6Z 1L2 - Canada",104944,3,604-336-9910,,12
66,0,49.103395,-122.4903841,Tim Hortons,"{u'addr:housenumber': u'26474', u'cuisine': u'coffee_shop', u'addr:street': u'56 Avenue', u'outdoor_seating': u'no', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'smoking': u'no', u'internet_access': u'wlan', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons'}",2019-09-26 03:03:29,19,restaurant_68364,0,101902.0,0,1,0,0,0,1,0,1,49.103398,-122.490554,1,"26474 56TH AVENUE LANGLEY, British Columbia V4W 3Z3 - Canada",102313,1,6048570535,,10
67,0,49.1928452,-122.8890116,Tim Hortons,"{u'addr:housenumber': u'10390', u'website': u'https://www.timhortons.com/', u'cuisine': u'coffee_shop', u'opening_hours': u'24/7', u'addr:street': u'Scott Road', u'phone': u'+1-604-582-2799', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'internet_access': u'wlan', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons'}",2019-06-17 05:03:28,93,restaurant_69498,0,101470.0,0,1,0,0,1,1,1,1,49.192809000000004,-122.88911599999999,1,"10390 120TH STREET SURREY, British Columbia V3R 1N6 - Canada",104103,2,6045822799,,11
68,0,49.1776017,-122.6720141,Tim Hortons,"{u'addr:housenumber': u'19875', u'cuisine': u'coffee_shop', u'internet_access': u'wlan', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons', u'addr:street': u'96 Avenue'}",2019-06-07 20:28:04,40,restaurant_67190,0,101899.0,1,1,0,0,1,1,1,1,49.177638,-122.67205200000001,1,"19875 96 AVE LANGLEY, British Columbia V1M 3C7 - Canada",101468,1,6045139908,,8
69,0,49.2321736,-123.0312269,Tim Hortons,"{u'addr:housenumber': u'3451', u'cuisine': u'coffee_shop', u'addr:city': u'Vancouver', u'addr:postcode': u'V5R 5L3', u'brand': u'Tim Hortons', u'phone': u'+1-604-438-1897', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons', u'addr:street': u'Kingsway'}",2019-05-27 10:58:24,126,restaurant_69887,2,101992.0,0,1,0,0,1,1,1,1,49.232052,-123.03130900000001,1,"3451 KINGSWAY VANCOUVER, British Columbia V5R 5L3 - Canada",105885,3,6044381897,,10
70,0,49.155787,-122.9116059,Tim Hortons,"{u'cuisine': u'coffee_shop', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes'}",2019-06-25 04:43:20,98,restaurant_70071,2,101899.0,0,1,0,0,1,1,1,1,49.15574,-122.912103,1,"8380 112 ST, UNIT 130 DELTA, British Columbia V4C 7A2 - Canada",105339,1,6045981154,,5
71,0,49.2092621,-123.1166316,Tim Hortons,"{u'addr:housenumber': u'487', u'cuisine': u'coffee_shop', u'level': u'1', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons', u'addr:street': u'Interurban Way'}",2019-05-30 00:42:02,155,restaurant_70110,2,101768.0,0,1,0,0,1,1,1,0,49.209207,-123.116803,1,"487 INTERURBAN WAY VANCOUVER, British Columbia V5X 0C5 - Canada",105239,0,6043252889,,8
72,0,49.0304235,-122.7920135,Tim Hortons,"{u'website': u'https://www.timhortons.com/', u'cuisine': u'coffee_shop', u'operator': u'Restaurant Brands International Inc.', u'internet_access': u'wlan'}",2019-02-18 23:35:58,57,restaurant_68562,2,100999.0,0,0,0,0,1,0,1,0,49.030418,-122.791977,0,"15521 RUSSELL AVE WHITE ROCK, British Columbia V4B 2R4 - Canada",102631,1,6044126368,,4
73,0,49.190133,-122.8005562,Tim Hortons,"{u'website': u'https://www.timhortons.com/', u'cuisine': u'coffee_shop', u'drive_through': u'no', u'addr:city': u'Surrey', u'addr:postcode': u'V3R 4G8', u'wheelchair': u'yes', u'addr:housenumber': u'10320', u'opening_hours': u'24/7', u'delivery': u'no', u'phone': u'+1-604-581-7722', u'addr:street': u'152 Street', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'smoking': u'no', u'internet_access': u'wlan', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons'}",2019-09-13 20:56:58,67,restaurant_68584,2,101470.0,0,1,0,0,1,1,1,1,49.189966999999996,-122.800716,1,"10320 152 STREET SURREY, British Columbia V3R 4G8 - Canada",102608,1,6045817722,,17
74,0,49.2874193,-123.1145811,Tim Hortons,"{u'cuisine': u'coffee_shop', u'addr:city': u'Vancouver', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons'}",2019-11-12 07:55:54,161,restaurant_68755,2,101442.0,0,1,0,0,1,1,1,1,49.287639,-123.11460100000001,1,"200 BURRARD STREET VANCOUVER, British Columbia V6C 3L6 - Canada",102940,0,6046920348,,6
75,0,49.0249232,-123.0690851,Tim Hortons,"{u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'brand:wikipedia': u'en:Tim Hortons'}",2019-05-06 06:00:33,131,restaurant_68325,2,101139.0,0,1,0,0,1,1,1,1,49.024912,-123.06919599999999,1,"1211 56TH STREET Tsawwassen, British Columbia V4L 2A6 - Canada",102356,1,6049482356,,3
76,0,49.2721608,-123.0977203,Tim Hortons,"{u'addr:housenumber': u'306', u'website': u'https://www.timhortons.com/', u'cuisine': u'coffee_shop', u'opening_hours': u'24/7', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'operator': u'Restaurant Brands International Inc.', u'internet_access': u'wlan', u'brand:wikipedia': u'en:Tim Hortons'}",2020-06-12 03:24:10,151,restaurant_69344,2,101573.0,0,1,0,0,1,1,1,1,49.27195,-123.09793799999998,1,"306 TERMINAL AVENUE VANCOUVER, British Columbia V6A 3W9 - Canada",103384,2,6046815488,,10
77,0,49.2776017,-123.1272193,Tim Hortons,"{u'website': u'https://www.timhortons.com/', u'cuisine': u'coffee_shop', u'addr:city': u'Vancouver', u'opening_hours': u'24/7', u'wheelchair': u'yes', u'addr:housenumber': u'756', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'operator': u'Restaurant Brands International Inc.', u'addr:street': u'Davie Street', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons'}",2019-09-19 06:00:49,177,restaurant_69364,2,102553.0,0,1,0,0,1,1,1,1,49.277828,-123.127051,1,"756 DAVIE STREET VANCOUVER, British Columbia V6G 1B6 - Canada",103351,0,6045693301,,12
78,0,49.0458048,-122.7755207,Tim Hortons,"{u'addr:housenumber': u'16141', u'website': u'https://www.timhortons.com/', u'cuisine': u'coffee_shop', u'addr:street': u'24 Avenue', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'operator': u'Restaurant Brands International Inc.', u'internet_access': u'wlan', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons'}",2019-07-26 02:09:35,51,restaurant_68897,2,101683.0,0,1,0,0,1,1,1,1,49.046021,-122.775608,1,"16141 24TH AVENUE SURREY, British Columbia V3S 9H7 - Canada",103304,2,6045353288,,10
79,1,49.2233012,-122.671355,Tim Hortons,{},2014-01-26 16:56:13,42,restaurant_68825,0,101625.0,0,1,0,0,1,1,1,1,49.223478,-122.67132,1,"19800 LOUGHEED HWY PITT MEADOWS, British Columbia V3Y 2W1 - Canada",102870,1,6044653009,,0
80,0,49.3117019,-123.0804308,Tim Hortons,"{u'addr:housenumber': u'132', u'cuisine': u'coffee_shop;sandwich;donuts;baked_goods', u'addr:unit': u'112', u'addr:city': u'North Vancouver', u'opening_hours': u'Mo-Su 05:00-22:00', u'addr:postcode': u'V7M 1A2', u'addr:street': u'West Esplanade Street'}",2019-09-13 20:57:05,147,restaurant_68941,2,101131.0,0,1,0,0,1,1,1,1,49.311425,-123.08053100000001,1,"132 ESPLANADE WEST NORTH VANCOUVER, British Columbia V7M 1A2 - Canada",103255,3,6049805085,,7
81,0,49.111986,-122.6447076,Tim Hortons,"{u'addr:housenumber': u'6036', u'cuisine': u'coffee_shop', u'addr:street': u'Glover Road', u'internet_access:fee': u'yes', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'internet_access': u'no', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons'}",2019-06-07 20:28:04,27,restaurant_69206,0,101211.0,0,1,0,0,1,1,1,0,49.113058,-122.64431599999999,1,"6036 GLOVER RD, UNIT 6015 LANGLEY, British Columbia V2Y 2P3 - Canada",103651,1,6045336625,,9
82,0,49.3065535,-123.0345882,Tim Hortons,"{u'cuisine': u'coffee_shop', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes'}",2019-09-25 03:02:40,132,restaurant_67999,0,102160.0,0,1,0,0,1,1,1,1,49.306632,-123.034646,1,"1384 MAIN STREET NORTH VANCOUVER, British Columbia V7J 1C6 - Canada",102175,1,6049249897,,5
83,0,49.3225344,-123.0726516,Tim Hortons,"{u'cuisine': u'coffee_shop', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes'}",2019-07-08 05:34:44,142,restaurant_68988,2,101126.0,0,1,0,0,1,1,1,1,49.322590000000005,-123.07246299999998,1,"1509 LONSDALE AVENUE NORTH VANCOUVER, British Columbia V7M 2J2 - Canada",103208,3,6049853658,,5
84,0,49.2809701,-123.107834,Tim Hortons,"{u'addr:housenumber': u'108', u'cuisine': u'coffee_shop', u'addr:city': u'Vancouver', u'opening_hours': u'24/7', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons', u'addr:street': u'West Pender Street'}",2020-02-23 15:08:36,156,restaurant_69856,2,101386.0,0,1,0,0,1,1,1,1,49.28103,-123.10779,1,"108 WEST PENDER VANCOUVER, British Columbia V6B 0K4 - Canada",104443,3,6045689262,,9
85,0,49.2154085,-122.9240433,Tim Hortons,"{u'cuisine': u'coffee_shop', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes'}",2019-07-10 11:41:29,103,restaurant_68142,2,100049.0,0,1,0,0,0,1,1,1,49.2154,-122.92397199999999,1,"780 6TH ST NEW WESTMINSTER, British Columbia V3L 3C7 - Canada",102540,1,6045166443,,5
86,0,49.2638336,-123.1407841,Tim Hortons,"{u'website': u'https://www.timhortons.com/', u'cuisine': u'coffee_shop', u'opening_hours': u'24/7', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'operator': u'Restaurant Brands International Inc.', u'brand:wikipedia': u'en:Tim Hortons'}",2019-08-30 01:25:42,182,restaurant_69035,2,100008.0,0,1,0,0,1,1,1,1,49.263842,-123.14092099999999,1,"1595 WEST BROADWAY VANCOUVER, British Columbia V6J 1W6 - Canada",103161,0,6047377714,,8
87,1,49.0251321,-122.2661425,Tim Hortons,"{u'website': u'https://www.timhortons.com/', u'cuisine': u'donut', u'drive_through': u'yes', u'internet_access:fee': u'no', u'opening_hours': u'24/7', u'phone': u'+1-604-855-1703', u'operator': u'Restaurant Brands International', u'ref': u'101727', u'internet_access': u'wlan'}",2019-02-18 23:18:17,3,restaurant_67444,0,101313.0,0,1,0,0,1,1,1,1,49.025079999999996,-122.265952,1,"1255 SUMAS WAY ABBOTSFORD, British Columbia V2S 7P5 - Canada",101727,1,6048551703,,9
88,0,49.1346168,-122.303079,Tim Hortons,"{u'website': u'https://www.timhortons.com/', u'cuisine': u'coffee_shop', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'operator': u'Restaurant Brands International Inc.', u'brand:wikipedia': u'en:Tim Hortons'}",2020-05-07 16:11:26,7,restaurant_67561,2,102634.0,0,1,0,1,1,1,1,1,49.134574,-122.303003,1,"33291 1st AVE MISSION, British Columbia V2V 1J9 - Canada",101605,2,6048206360,,7
89,0,49.1864097,-122.8502764,Tim Hortons,"{u'addr:housenumber': u'10153', u'website': u'https://www.timhortons.com/', u'addr:city': u'Surrey', u'cuisine': u'coffee_shop', u'addr:street': u'King George Boulevard', u'phone': u'+1-604-582-9147', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'internet_access': u'wlan', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons'}",2019-06-25 07:59:54,82,restaurant_69050,2,100775.0,0,1,0,0,1,1,1,1,49.186321,-122.850481,1,"10153 KING GEORGE HIGHWAY SURREY, British Columbia V3T 2W1 - Canada",103146,0,6045829157,,11
90,0,49.249466,-123.1156479,Tim Hortons,"{u'cuisine': u'coffee_shop', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes'}",2019-07-27 11:34:11,159,restaurant_77369,2,100008.0,0,1,0,0,1,1,1,0,49.24935,-123.11699099999998,1,"4065 Cambie Street VANCOUVER, British Columbia V5Z 0G9 - Canada",108408,0,604 428 2768,,5
91,0,49.0404879,-123.0897972,Tim Hortons,"{u'addr:housenumber': u'4949', u'cuisine': u'coffee_shop', u'addr:unit': u'2202', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons', u'addr:street': u'Canoe Pass Way'}",2020-04-19 06:45:02,137,restaurant_75559,0,101139.0,0,1,0,0,1,1,1,1,49.041004,-123.08995300000001,1,"2202-4949 Canoe Pass Way TSAWWASSEN, British Columbia V4M 0B2 - Canada",105607,0,6043833888,,8
92,0,49.2812759,-123.0464917,Tim Hortons,"{u'addr:housenumber': u'2801', u'cuisine': u'coffee_shop', u'addr:city': u'Vancouver', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons', u'addr:street': u'East Hastings Street'}",2019-11-01 06:04:22,135,restaurant_75750,2,100025.0,0,1,0,0,1,1,1,1,49.281196,-123.04639399999999,1,"2801 East Hastings Vancouver, British Columbia V5K 2A1 - Canada",107680,0,604-254-2735,,8
93,0,49.278021,-122.9094238,Tim Hortons,"{u'cuisine': u'coffee_shop', u'brand': u'Tim Hortons', u'outdoor_seating': u'yes', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons'}",2020-01-18 17:03:22,100,restaurant_75752,2,100438.0,0,1,0,0,1,1,1,0,49.278194,-122.909897,1,"#101-9055 University High Street Burnaby, British Columbia V5A 0A7 - Canada",107678,0,(604) 298-6343,,6
94,0,49.1343267,-122.8859602,Tim Hortons,"{u'addr:housenumber': u'12169', u'cuisine': u'coffee_shop', u'addr:city': u'Surrey', u'brand': u'Tim Hortons', u'surrey:date': u'20010808', u'source': u'City of Surrey 2010 GIS Data', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons', u'surrey:addrid': u'46415', u'addr:street': u'72 Avenue'}",2019-06-25 09:54:10,88,restaurant_68002,0,102078.0,0,1,0,0,1,1,1,1,49.134478,-122.88600500000001,1,"12169 72ND AVENUE SURREY, British Columbia V3W 2M1 - Canada",102172,2,6045012253,,11
95,0,49.2561422,-123.1855168,Tim Hortons,"{u'addr:housenumber': u'3463', u'website': u'https://www.timhortons.com/', u'cuisine': u'coffee_shop', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'operator': u'Restaurant Brands International Inc.', u'brand:wikipedia': u'en:Tim Hortons', u'addr:street': u'Dunbar Street'}",2019-08-30 02:07:45,193,restaurant_68646,2,100008.0,0,1,0,1,1,1,1,1,49.256157,-123.185166,1,"3463 DUNBAR STREET VANCOUVER, British Columbia V6S 2C3 - Canada",103050,1,6042223130,,9
96,0,49.2830656,-123.1164538,Tim Hortons,"{u'addr:housenumber': u'678', u'cuisine': u'coffee_shop', u'addr:city': u'Vancouver', u'level': u'-1', u'addr:postcode': u'V6B 1N3', u'wheelchair': u'yes', u'outdoor_seating': u'no', u'opening_hours': u'Mo-Th 06:00-20:30; Fr 06:30-20:30; Sa-Su 08:00-20:00', u'phone': u'+16046940865', u'internet_access:fee': u'no', u'addr:street': u'Dunsmuir Street', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'smoking': u'no', u'internet_access': u'yes', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons'}",2019-12-04 12:08:42,164,restaurant_69006,2,101452.0,0,1,0,0,1,1,1,1,49.283359000000004,-123.116423,1,"678 DUNSMUIR VANCOUVER, British Columbia V6B 1N3 - Canada",103190,3,6046940865,,17
97,0,49.0308162,-122.8347837,Tim Hortons,"{u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'brand:wikipedia': u'en:Tim Hortons'}",2019-01-15 01:16:34,71,restaurant_69581,2,100492.0,0,0,0,0,1,0,1,0,49.031088000000004,-122.834392,0,"1595 NICHOL ROAD WHITE ROCK, British Columbia V5J 1A1 - Canada",103920,1,6045311011,,3
98,0,49.2057308,-123.0105665,Tim Hortons,"{u'addr:housenumber': u'8607', u'cuisine': u'coffee_shop', u'addr:city': u'Burnaby', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons', u'addr:street': u'Glenlyon Parkway'}",2019-09-13 20:57:07,118,restaurant_76130,2,100438.0,0,1,0,0,1,1,1,1,49.205843,-123.010754,1,"8607 Glenlyon Parkway Burnaby, British Columbia V5J 0B6 - Canada",106057,0,604 435 0402,,8
99,1,49.0605563,-122.38281,Tim Hortons,"{u'website': u'https://www.timhortons.com/ca/en/locations/get-directions.php?id=101382', u'opening_hours': u'Su-Th 10:00-23:00, Fr,Sa 10:00-24:00'}",2019-02-18 23:28:31,16,restaurant_67255,0,101564.0,1,1,0,0,1,1,1,1,49.060549,-122.38299099999999,1,"30340 AUTOMALL DRIVE ABBOTSFORD, British Columbia V2T 5M1 - Canada",101382,1,6048577733,,2
100,0,49.2821466,-123.1185541,Tim Hortons,"{u'cuisine': u'coffee_shop', u'description': u'The Tim Hortons is located underground between the Canada Line and the Vancouver Centre Mall.', u'level': u'-1', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'ref': u'3719', u'brand:wikipedia': u'en:Tim Hortons'}",2019-08-30 00:51:24,166,restaurant_69162,2,100011.0,0,1,0,0,1,1,1,0,49.282405,-123.118486,1,"650 GEORGIA STREET W VANCOUVER, British Columbia V6B 4N7 - Canada",103719,3,6046324626,,8
101,0,49.058254,-122.8022881,Tim Hortons,"{u'addr:housenumber': u'3077', u'cuisine': u'coffee_shop', u'drive_through': u'yes', u'opening_hours': u'24/7', u'addr:street': u'152 Street', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'internet_access': u'wlan', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons'}",2019-06-29 00:45:46,63,restaurant_68001,0,101683.0,0,1,0,0,1,1,1,1,49.058132,-122.802342,1,"3077 152 STREET SURREY, British Columbia V4P 3K1 - Canada",102173,1,6045388198,,10
102,0,49.1625893,-122.7914887,Tim Hortons,"{u'addr:housenumber': u'15551', u'website': u'https://www.timhortons.com/', u'cuisine': u'coffee_shop', u'opening_hours': u'24/7', u'addr:street': u'Fraser Highway', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'operator': u'Restaurant Brands International Inc.', u'internet_access': u'wlan', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons'}",2020-06-20 16:22:50,65,restaurant_66127,2,101486.0,0,1,0,0,1,1,1,1,49.162612,-122.79157099999999,1,"15551 FRASER HWY SURREY, British Columbia V3S 2V8 - Canada",100311,1,6045831332,,11
103,0,49.1348903,-122.8452133,Tim Hortons,"{u'addr:housenumber': u'7272', u'cuisine': u'coffee_shop', u'internet_access': u'wlan', u'brand': u'Tim Hortons', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'brand:wikipedia': u'en:Tim Hortons', u'addr:street': u'King George Boulevard'}",2019-08-24 07:12:34,74,restaurant_69113,0,100775.0,1,1,0,0,1,1,1,1,49.134937,-122.8452,1,"7288 KING GEORGE BLVD SURREY, British Columbia V3W 5A5 - Canada",103083,0,6045965661,,8
104,0,49.2781671,-122.8141469,Tim Hortons,"{u'cuisine': u'coffee_shop', u'wheelchair': u'yes', u'internet_access:fee': u'no', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'smoking': u'no', u'internet_access': u'yes', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons'}",2019-09-24 03:17:12,73,restaurant_68556,0,102372.0,1,1,0,0,1,1,1,1,49.278275,-122.81448600000002,1,"2635 BARNET HWY COQUITLAM, British Columbia V3E 1K9 - Canada",102637,1,6049442637,,9
105,0,49.2811807,-123.1242771,Tim Hortons,"{u'addr:housenumber': u'947', u'cuisine': u'coffee_shop', u'drive_through': u'no', u'addr:city': u'Vancouver', u'opening_hours': u'Mo-Sa 06:00-21:00; Su,PH 07:00-21:00', u'addr:street': u'Hornby Street', u'delivery': u'no', u'brand:wikidata': u'Q175106', u'takeaway': u'yes', u'internet_access': u'wlan', u'brand': u'Tim Hortons', u'brand:wikipedia': u'en:Tim Hortons'}",2019-08-30 00:57:11,175,restaurant_68388,2,100931.0,0,1,0,0,1,1,1,1,49.281182,-123.12396299999999,1,"947 HORNBY ST VANCOUVER, British Columbia V6Z 1V3 - Canada",102807,3,6046424272,,12
