business_id,name,city,stars,delivery,NoiseLevel,PriceRange,TakeOut,GoodForKids,OutdoorSeating,HasTV
hbuVhfMb8r3kVNZ-thX16g,Little Dumpling,Las Vegas,3.0,True,u'quiet',1,True,True,False,False
0nlocywsFHQmEt8_xbHNiw,Long Jin Chinese Cuisine,Las Vegas,3.5,True,u'quiet',2,True,True,False,True
6H78unzSy1z4AafKHIsmTQ,Rice Garden,Scottsdale,3.0,False,'average',1,True,True,False,True
k-zr3rReFvYWz8vNyDpJMA,TAO Canteen,Markham,2.5,False,u'average',1,True,True,False,True
QmNrHxN7UahtdliH_kAuUg,Ka Mei,Pittsburgh,3.5,False,u'average',2,True,True,False,False
YI4MTduy3fhKNtn2piOyow,Primary Taste Yunan Noodle,Toronto,3.0,False,u'average',1,True,True,False,True
kzuQsq0KPWLeKFtnLXXyHg,Tam's,Phoenix,4.0,True,'average',1,True,True,False,True
M_fzy4_KslKoXeyZ022Z8g,August 8,Toronto,3.5,False,u'average',2,True,True,False,False
LLGGe9k7NTVy1Z2wH1_Uew,Tong's Cuisine,Pittsburgh,3.5,True,u'quiet',1,True,True,False,True
Lku_keJf44D0LxbRAIZOcg,QQ Express,Madison,3.5,True,u'average',1,True,False,False,True
SVMR0kRmdd-bbSNTTECJBA,Super Dragon,Phoenix,4.0,False,u'average',2,True,True,False,True
PRUhSfe7ihf3nLcihudsuQ,D & R Wing's Restaurant,Scarborough,2.5,False,u'average',1,True,True,False,True
ndq4rJcFLMbMGU_gK5u79Q,China Wok,Pittsburgh,3.0,True,u'quiet',1,True,True,False,False
lO2fIIZj225NIk5t2k69NA,Hong Kong Cafe,Las Vegas,3.0,False,'average',2,True,True,False,True
Lv9wzkvPrVG-VdPGcw53_A,Fishman Wharf Seafood,Markham,3.5,False,u'average',3,True,True,False,True
HPLB1Tr8ZB5UkD-2umKPdA,Fat Choy,Las Vegas,4.0,False,u'average',2,True,True,False,True
jPxlzLWHc7mkvhw3YUXuZg,Spring China House,North York,3.0,True,u'quiet',2,True,True,False,True
iiVeHbqOWMuKeUQz7ks71A,Golden China Chinese Cuisine,Las Vegas,3.0,True,u'average',1,True,True,False,True
6UxZJhcZClFdHJcA4kEG_g,Moon China Bistro - Ocotillo,Chandler,3.5,True,u'average',2,True,True,False,True
7wgKazvblPECOzBrd6N50Q,Restaurant Beijing,Montréal,3.5,False,u'average',2,True,True,False,True
bxQUVVI8LR5RmyTYYJq07A,Pearl Wok To Go,Las Vegas,3.5,True,'average',1,True,True,False,False
6WDDksGLLehfQDIvQXzR5w,Chou's Kitchen,Tempe,4.0,True,'average',2,True,True,False,True
nNKGSpRiHm79HlA2mMdrAg,Regal Palace,Richmond Hill,3.5,False,u'very_loud',2,True,True,False,False
gdb4gmSI5eJcuXLZ3BfgtA,Jacky Chan,Las Vegas,3.0,True,'average',1,True,True,False,False
UX85E6Bo0pYzLD4Cq3xjwQ,Wok Box,Chandler,3.0,True,'average',1,True,True,True,True
PM5vkmr8FqOIWE0pe3C2Fw,Morals Village Hot Pot Downtown,Toronto,3.5,False,u'loud',3,False,True,False,False
4NfjvMzUG5rbkxtPg-8pkw,Panda Express,Phoenix,2.5,False,'average',1,True,True,False,True
CBOsWj63K1_O1m2Ounz7bQ,Ucan,Montréal,2.0,True,u'quiet',1,True,True,False,True
Mv-15Zh_yzGZ8KbcN328GQ,8 Fortune Cusine,Peoria,3.0,True,u'quiet',1,True,True,False,True
mGCOI83lIiDfc4cEOtmZlQ,Pan Asian Express,Las Vegas,2.5,False,u'average',2,True,True,False,True
5zk3LxFzijmY2JipVZ7Xdg,Blossom Asian Cuisine,Tolleson,4.0,False,u'quiet',1,True,True,False,False
4rSHsXO4ozQoD0hoPCDatQ,China Express,Lakewood,2.5,True,'average',1,True,True,False,True
6lgkTtACpJR5Kijkc050KQ,Dragon Garden Restaurant,Northfield,3.5,False,u'quiet',1,True,True,False,True
xjDoyAVInbvRjO6uiUxAgA,The One Fusion Cuisine | 聚龍軒,Richmond Hill,4.0,False,u'loud',2,True,True,False,False
toHDiu9Jk856aBx4jgsU4g,Hakka Canadian Cafe,Markham,3.0,True,u'quiet',2,True,False,False,True
8MdMBYTVavXF-smJapxrQA,Golden Horse Restaurant,Richmond Hill,3.0,False,u'average',2,True,True,False,True
x_vwXtdmsW6CJOjj65VGow,Kalypso Hut,Mississauga,3.0,True,u'very_loud',1,True,True,False,True
JQwMRgCMZJhIDxec1z7URQ,Sushi Kee,Mesa,4.0,True,u'average',2,True,True,True,False
HgL6gGEGoAUBKGrT6BXU4Q,Eat Jackpot,Toronto,3.0,True,u'average',2,True,True,False,False
teDbCTDdgICtC-pSTzCBAA,DM Chicken,Toronto,3.0,False,u'average',2,True,True,False,True
zVZ-OBo-DaaIO89Wiepo-g,Szechuan Szechuan,Concord,3.0,False,u'average',2,True,True,True,True
N2M0WyGCyTV5jMOYPH7odA,Umai Sushi & Asian Bistro,Charlotte,3.5,True,u'quiet',2,True,True,True,True
5Lcit9Zt6TF9bmKoFMhF0g,Noodle Pot,Las Vegas,4.0,False,u'average',2,True,True,False,True
opwxvFwYTppE0JgfM4FBlw,Pumi Express,Las Vegas,3.0,True,u'quiet',1,True,True,False,True
ikUSTcW7AL4nKsBjx5co0w,Hakka Urban Bistro,Vaughan,4.5,False,u'average',2,True,True,False,True
SMXmELJ8jFBPDq3VWRlLeQ,JC Sushi & chinese,Phoenix,3.5,True,u'average',2,True,True,False,True
JCmyrBoNl2qfZ-f8I5RA3A,Cafe' Ga Hyang,Glendale,4.0,False,u'average',2,True,True,False,True
fAA1auoV6w5u1_KdJcSRwg,Yummy Grill Sushi,Henderson,3.5,True,u'quiet',2,True,True,False,True
gnqHyA6gY2-m9S-FKt6Xqw,Cravings,Champaign,4.0,False,u'loud',1,True,True,False,False
x689C95HU7UPfPXNL4txKQ,Golden Jade Restaurant,Markham,3.5,False,'average',2,True,True,False,True
jCzrbfboRc3D-9_Gr0Wm9w,SongCook's,Vaughan,4.0,False,u'average',2,True,True,False,True
CrM_FY9NIoDWudQYHlO7UQ,Dragon Island Chinese Restaurant,Phoenix,4.0,False,u'quiet',1,True,True,False,False
v-jYkzOY3W8jgLWm7JhJgA,Rice Garden,Chandler,3.0,False,u'average',1,True,True,False,False
_8c3Ky90nE50rN4Mb_Sxtw,Hsin Cafe,Phoenix,3.5,True,u'quiet',1,True,True,True,False
5Y-p9QJLrg2P0I8RjJ9TTQ,Chang Jiang,Madison,3.0,True,u'average',1,True,False,False,True
Oh62VtPS3Jj9e6CNRxJh5w,Banana Leaf Café,Las Vegas,2.5,False,u'average',2,True,True,False,False
tWtuHpIFtQHMQq8q8DG3dA,Tea House Noodles,Cleveland,4.0,True,u'average',1,True,True,False,False
hMTzciZhfmugG2EVAPANcg,Golden Wok Inn,Bethel Park,3.5,True,u'quiet',2,True,True,False,True
QG56Fy7JQ_9XgAwtj7fhjw,Délice Oriental,Montréal,3.5,False,u'very_loud',2,True,True,False,True
V2WLiBR3iGaegRAVNjOndA,Panda Express,Las Vegas,3.5,False,u'average',1,True,True,False,True
CO8MpD1bSkBPArXKBKkIfA,Noodles & Company,Tempe,3.5,False,u'average',2,True,True,True,True
xI4IId1ZXfSflFvfbAtTVQ,Golden China,Markham,4.0,False,u'quiet',1,True,True,False,True
6_KCUxu2kOgP-pRnSNXG8Q,Food Express,Las Vegas,3.0,False,u'loud',2,True,True,False,False
t_SvwKRaMyNHj2NOMvMv1Q,Phoenix Express,Stow,4.5,False,'quiet',1,True,True,False,False
WMj5Uj04pAqFxLMnJQcQqw,Panda Express,Las Vegas,2.5,False,u'average',1,True,True,False,True
2-l_q7HBRak5i6X46l0OHw,The Dessert House,Calgary,3.0,False,'average',2,True,True,False,False
Mge4KiFP09sWeKpbM6J65w,Little Shanghai,Pittsburgh,4.5,False,u'quiet',2,True,True,False,True
3dk9XrtorfOJu8yX6BVYRg,YC's Mongolian Grill,Gilbert,4.0,False,u'average',2,True,True,True,True
ZlrHrg7jrbO6blqwfa0MkQ,Baoding,Charlotte,4.0,False,'average',2,True,True,False,True
9HHX_w3O6s07dT6eKuQhGg,Tao Restaurant,Montréal,2.5,True,u'average',2,True,True,True,True
bD_vqSSU_abcCT0oCzN1xA,Wok of Life,Pittsburgh,2.5,False,'average',1,True,True,True,True
rca1HN4qRsZfmpxmlFWNDQ,Hong Kong Express,Phoenix,3.5,False,u'average',1,True,True,False,False
WCkh_ZcsWKU1wx4bqyU9KA,Taipei South,Charlotte,4.0,False,u'average',1,True,True,False,True
KW-7p0yoYoHmtCD2PskyOg,Jie's Asian Express,Glendale,4.5,False,u'average',1,True,True,True,True
MLVBJjbgk3sLZYyxqBD4XA,Marathon Cafe,Richmond Hill,3.0,False,u'average',1,True,True,False,True
lqoKaEt1VaaH0sYtF1FjCQ,The Ruby Queen,Calgary,3.5,False,u'quiet',2,True,True,False,True
F-AYOq1xIY2u_qmWUG5VBw,Hakka Ren,Mississauga,3.5,False,u'average',2,True,True,False,False
Dl2vgi5W_nbe-A97D0zgfA,Tasty Hut,Toronto,2.5,True,u'average',3,True,True,False,True
bO3VN1ct-6zD8Pd0AS38rg,Wai Wai Buffet & Grill,Canonsburg,2.0,False,u'very_loud',1,True,True,False,True
czyhvf93Txsfxdxqcm16mA,Rice n Noodle,Las Vegas,4.0,True,u'average',2,True,True,False,False
bXiifZStiaS-4xO2fRsNXg,Happy Hill,Calgary,3.5,True,u'loud',2,True,True,False,True
Bp7Qj64Qr8jvj3r7WBtmSg,Sam Woo Restaurant,Mississauga,3.0,False,'average',2,True,True,False,True
5E37qENVklkwAMHmIwc_IA,China Village,Pittsburgh,4.5,False,u'quiet',2,True,True,False,True
9AJcD4UfawSSgc5007SWAw,Ocean Buffet,Mesa,2.5,False,u'quiet',1,True,True,False,True
9nMoCP27LfPGo2Yu-6z1bg,Yunshang Rice Noodle,Markham,3.5,False,u'average',2,True,True,False,False
BbPVtY7hzBPnpRrZMBElIg,China Buffet,Surprise,3.0,False,u'average',2,True,True,False,True
3DXJ7lXJJKHPnydtX_1Mug,Fat Kee Noodle House,Calgary,3.0,False,u'average',1,True,True,False,True
jIc8lKpK0S265D18cgQKEw,The Pearl,Shaker Heights,3.0,False,u'average',2,True,True,False,False
i3HP_66QefcItjRC7LbWWQ,Sushi King,Las Vegas,4.5,False,u'average',2,True,True,False,True
JdoBiBRgeS_KKaNaU1sofA,Dong Ting Chun,Las Vegas,4.0,False,u'average',2,True,True,False,True
o8nauTizH7H_GEAeV6HfMg,Hyderabadi Biryani House,Charlotte,3.5,True,'average',2,True,True,False,True
f16oe_yaGBh4AFK_mlBabw,Panda Express,Las Vegas,3.5,False,'average',1,True,True,True,True
SbS0cnxFStrlidtwek6b6w,100℃,Las Vegas,4.0,False,u'quiet',2,True,True,False,True
WUiDaFQRZ8wKYGLvmjFjAw,China Buffet,Charlotte,3.5,False,u'average',2,True,True,False,True
Xyaw8gVBFDdn6rp_NtLhnw,Neighbor Wang,Toronto,3.0,False,u'average',2,True,True,False,True
xWeUlwx1eiZjyME5p93x_A,Hoso Sushi & Lobster Restaurant,Las Vegas,3.0,False,'quiet',2,True,True,True,False
la4mM0mSexjkOLe1goXJPg,Hotopia Sichuan Cuisine,Toronto,3.0,True,u'very_loud',2,True,True,False,False
vflFNEBMH1GSSjvZx3ItdA,U & Me Restaurant,Calgary,3.5,False,u'average',2,True,True,False,True
T5iVkzBXvG5cG6de_TMquw,New China Cuisine,North Las Vegas,3.5,True,'quiet',1,True,True,False,True
cPzIic1AqH1ApTVVaww5hw,Aji Sai,Toronto,2.5,False,u'average',2,True,True,False,False
8U9nnnInBAvQLaX5LHrJ0g,New Chen Wok,Peoria,3.5,True,u'quiet',1,True,True,False,True
Jur1iiejUFw_YCkfDfy1gQ,Orchids Garden Chinese Restaurant,Las Vegas,3.5,True,u'average',2,True,True,False,True
BEB_jRY-Zh7neYfHks8w2w,Hotpot Panda,Montréal,3.5,False,u'loud',2,False,True,False,True
9gQyf3h7XK0lKJYLGcIYlA,Fu Shing II,Charlotte,4.0,False,'average',1,True,True,False,True
XGc_QdKg9oP8bZ3VM1e5IA,Good View Restaurant,Toronto,3.5,True,u'average',2,True,True,False,True
3l_rMuRs97IKEA1DCZokOA,Best Friend Restaurant,Mississauga,3.0,True,u'average',2,True,True,False,True
f9OqUyBsY4wCfsnrcIj_Xw,Les Châteaux Restaurant,Markham,3.0,False,u'average',2,True,True,False,True
fjE-jiwnTQysz-rLl6YMQg,Amazing Wok,Pittsburgh,4.0,True,u'quiet',1,True,True,False,True
Km0sT7E_dc2U1BkyRoy1xA,"Akahana - Asian Bistro, Bar & Sushi",Fort Mill,3.0,False,u'average',2,True,True,True,True
OBnqMdIsS8vWPrzPtnlb-w,Chengdu Delight Chinese Cuisine,Chandler,4.0,False,u'average',2,True,True,False,False
X4YG1pu1MDVSi07S3i4YCA,Zaw's Asian Foods,Pittsburgh,4.0,False,u'quiet',1,True,True,False,False
Qn5QMHOV6f5uHbxvrTPGRA,The Dumpling Lady,Charlotte,4.0,False,'average',2,True,True,True,False
bqHMynNRsak8UYoO_a2gVg,Golden Corral Buffet & Grill,Concord,2.5,True,u'very_loud',2,True,True,False,True
HV3Q2JYwK9AvMHPYXcxzag,Silver Dragon Chinese Restaurant,Phoenix,4.0,False,u'average',2,True,True,False,False
scAvBxHq65LO4yshRxDAxQ,Number 1 Chinese,Glendale,3.5,True,'quiet',2,True,True,False,True
IFXL6wMLBgBSGSiLBjtViA,Celebrity Hotpot,Toronto,3.5,False,u'average',2,False,True,False,True
zDQZZZhb8VOk8EaoN3HeTA,Abacus Inn,Glendale,3.5,True,u'quiet',1,True,True,True,True
VJJ6t8DAAmq277RS5gbCdA,Karachi Grill,Mississauga,3.0,False,u'quiet',1,True,False,False,True
4FEb2SzmU_l7SCQAbvW5Hg,Azyun Restaurant,Markham,4.0,False,u'average',2,True,True,True,False
LGZPjmhEg2QYeGZ2PKnpQw,Yang's Fine Chinese Cuisine,Richmond Hill,3.5,False,u'average',2,True,True,False,True
vede55OuMkwUNd4wnr8GqA,Mandarin Restaurant - Newmarket,Newmarket,3.5,True,'average',2,True,True,False,False
fUKi8LlQhzsGntuZjfvLWg,Rice Republic,Las Vegas,3.0,False,u'average',2,True,True,True,False
QvEoE_oGwHPXvw5IylllNg,New China,Mesa,2.5,True,'average',1,True,True,False,False
tzKvRnRIemqa727XYV45UA,The Bean Sprout,Toronto,4.0,True,u'quiet',2,True,True,False,False
zs710LuQ8y10YsQHIjxjyw,Chinese Dumpling House,Markham,3.5,False,u'average',1,True,True,False,True
yD2jmBrBPbLJ2yN3lQQHjw,Wangs Kitchen,Mississauga,3.0,False,u'average',2,True,True,False,False
s5fGo1Nieiy6M-fhk_Ywnw,Gourmet Wok Hawaiian BBQ,Las Vegas,3.5,False,u'quiet',1,True,True,False,False
p2X4WdGMsi26t_6hN3Hz4w,Mekong Restaurant,Pittsburgh,3.5,True,u'quiet',2,True,True,False,True
3sdUVTMBHPiVN5zqZjb1zw,Hibachi Buffet Sushi and Grill,Matthews,3.0,False,u'average',1,True,True,False,False
nuVAfv24cYXl_PerBXWQwA,Mingfu Sushi & Chinese,Waxhaw,3.0,False,'average',2,True,True,False,False
ryHP2wazRMgY4j4TkH7-Bg,Hong Far Cafe,Richmond Hill,4.0,False,u'average',1,True,True,False,True
Rsvjo8H6AjqylNRX_6ZcZg,John Wong's Chinese Restaurant,Calgary,3.0,True,u'quiet',1,True,True,False,True
Fhjzzo7ranqqgEdbiPD50Q,Bo Bo China,Peoria,3.5,True,u'average',1,True,True,False,True
eZQbDYQTZk0_cBroVxnPWg,Siu Wok,Phoenix,3.5,True,u'average',1,True,True,False,True
rntKF4Dm9JIJoSNi5XqRsQ,Northern Dumpling Kitchen,Richmond Hill,3.5,False,u'average',1,True,True,False,False
ZaMY0vMwnpx-kbAK5ROhHg,Panda Express,Phoenix,2.5,False,u'average',1,True,True,True,True
ztcdHj6EpUD7EemcntSsrg,Queen's Bowl Chinese Food,Chandler,3.0,True,'average',1,True,True,False,True
zrJDRWzP0P4wTFq8-N_mzA,100 Degrees Hot Pot,Richmond Hill,2.5,False,u'average',2,True,True,False,True
U6ure4FjwC9lOKmlZw6gTQ,Chang Jiang,Sun Prairie,3.5,True,u'quiet',1,True,True,False,True
gdAzvrNVrVClYMONc__SvQ,Yiu's Chinese Cuisine,Markham,3.0,False,'quiet',1,True,True,False,False
dHJ4PT5C9mr6QPs4o_DaSA,Golden Dragon,Cuyahoga Falls,3.5,False,u'average',2,True,True,False,True
8TpKY3zo6UzG3SVk6a-FRg,Congee King Restaurant,Scarborough,3.0,False,u'average',2,True,True,False,True
bWucOPNoIjd8ECdiDyVq9Q,Singing Pandas Asian Restaurant & Bar,Chandler,4.5,True,u'average',2,True,True,False,True
Qzq-m_TKJ-Iv1BmYLcjlVA,Spicy Dragon,Toronto,3.5,False,u'quiet',1,True,True,False,True
3M35_fZ4jp9K502AHHtF4g,Yunshang Rice Noodle,Toronto,4.0,True,u'average',2,True,True,False,False
6QUuDlLjNDQWFCbJ9--jsQ,Fú Asian Kitchen,Las Vegas,4.0,False,u'average',2,True,True,False,True
hsgRNkXFMCqzO7nPRB3yJQ,Sugar Sweet Cafe,Scarborough,3.5,False,'average',1,True,True,False,True
D8a2usm9b-j89W9IrJ_Evw,Satay Thai Bistro & Bar,Las Vegas,4.0,True,u'average',2,True,True,True,True
iQT1y93mE8j3ZbNaXGd-sA,PF Chang's,Laval,3.0,False,u'average',2,True,True,True,True
lBjjumgdTN2Gc1DcleKQgg,Jasmine Rice,Henderson,4.5,True,u'average',2,True,True,False,True
GVnzZe_qGtfQWB8YtWTq1Q,Snow Palace,Calgary,3.5,True,u'average',2,True,True,False,True
UzW_6PaLFzPjP7_2Czk3Wg,China King Chinese Restaurant,Brunswick,3.5,False,u'average',2,True,True,False,True
WWZgzuTn1k7Yn9bJ_Pr0Kg,Bamboo Grille,Phoenix,3.0,True,u'average',2,True,True,False,True
_j2EtQtgLuXGRBfbM5YwZA,Noodle Asia,Las Vegas,3.5,False,u'average',2,True,True,False,True
BaEwrpEQyWDOOuAzu0q6Zw,Ichiban Buffet Sushi & Hibachi,Concord,2.5,False,'average',2,True,True,False,True
sOaeX1zQWuqbPcclvjtdeA,P.F. Chang's,Beachwood,3.0,True,'average',2,True,True,False,True
w57jrfwJyRBzqZq0Sf5zxQ,Bubblemania Cafe,Calgary,3.5,False,u'loud',2,True,True,False,True
Mksyt1TZQ-7vzCZjeuzfAg,CASA manila Restaurant,Toronto,3.0,True,u'average',2,True,True,True,False
AtUtG-oQp1rkk6ZdYcfSzw,Cafe Hollywood,Markham,3.0,False,u'average',2,True,True,False,True
5Dccw539NNtnyCgTu5ed5A,Thai House,Las Vegas,3.5,True,u'average',2,True,True,False,True
6MhY_9EkUkKCvvN8rzXZzg,Gourmet House Of Hong Kong,Phoenix,3.5,False,u'average',1,True,True,False,True
m9x3lP68vCe9EOB7EcA1lg,Asian Wok,Charlotte,3.5,True,u'quiet',2,True,False,False,True
VeYLpoglt8XepYdN2PjSmA,Hakka Wow,Toronto,3.5,True,u'average',2,True,True,False,True
tVVZcFFt3ZlWVE7nptN3EQ,Hot Wok Mr Cook,Tempe,3.0,True,u'quiet',1,True,True,False,False
4STzP1q1uM8ONkKookifsw,Nan Zhou - Hand Drawn Noodle House,Mesa,4.0,True,u'average',1,True,True,False,False
keQlXWfz2K7GukqaReVyow,Ichiban Sichuan,Madison,3.5,True,u'average',2,True,True,False,True
6vV13vQlpcDtfOIVyDruvQ,Lai Doh Restaurant,Scarborough,3.5,False,u'average',1,True,True,False,True
Qqu_MRaus17-4VVmzXq1_g,Ming Cuisine,Richmond Hill,3.5,False,u'average',3,True,True,False,True
eDtxNY64sFYGjeFPJYlZ6w,Chiu Chow Boy,Scarborough,3.5,False,u'average',2,True,True,False,False
stzbkEGleSE7K_5FriDLSg,Su Shian Yuang,Montréal,4.0,False,u'average',2,True,True,False,False
H069fdb1NOIhFaIuLzAf1g,Panda Express,Mesa,2.5,False,u'quiet',1,True,True,True,True
0sPOBQHlVvuhO1h-1p1ccQ,Origination,Toronto,3.5,True,u'average',2,True,True,False,True
64ZPMllrqdrVNXMEQIvXhw,Cherry Blossom Chinese Restaurant,Charlotte,2.5,True,u'average',2,True,True,True,True
Qn_mBXvKnn9VeOKym0Ussw,Tasty China,North Las Vegas,4.0,True,u'quiet',1,True,True,False,True
C74ViML3zx1akYVafLaiXQ,Buffet At Asia,Las Vegas,2.0,False,u'average',2,True,True,False,True
SxjNgkzAlUG-wt2rSbc2HQ,New Ho King,Toronto,2.5,True,u'average',2,True,True,False,False
YjPWt-V5oMkakdRWrALb8g,Honey Bun's Cafeteria,Charlotte,4.0,False,u'average',1,True,True,False,True
HbtpJdgRLQcfn2HhqC7wAA,Rice Bowl,Akron,3.0,True,u'quiet',1,True,True,False,False
GOE85NOtCc5zmqOrzVGLXg,Golden National,Calgary,3.0,True,'quiet',2,True,True,False,True
Xzgs7Y0t-EpbFdvK6in3Ew,Peking Garden,Montréal,2.5,True,u'average',2,True,True,False,True
hHtmzOwkdNj93QnKaUr5og,The Kitchen Gangnam,Las Vegas,4.0,False,'quiet',2,True,True,False,False
kSQUHJDQ8xYJAh1DtuTHAQ,Fairview Seafood Chinese Cuisine,Scarborough,3.0,True,u'average',2,True,True,False,True
MeEvtL0DA11Vla25vix_0A,Golden Harvest Northern Chinese Restaurant,Richmond Hill,3.5,False,u'average',2,True,True,False,True
x3JHj5h33ouzw_Ynj-utJg,Asian Legend,Toronto,3.5,False,u'average',2,True,True,False,False
s0kM86trPEkOKv3quDnoGw,Golden Sunrise Kitchen,Richmond Hill,3.0,True,u'quiet',1,True,True,False,True
RApd_uvsR3dDNekgc1Emrw,Boiling Pot,Charlotte,4.0,False,u'average',2,True,True,False,True
BvrG8XMpTtlJYWhOCbnpaQ,Mu Shu Asian Grill,Phoenix,4.0,False,u'average',2,True,True,False,False
chBeDQdaZgrb8iOzqgeCDA,China Palace,Charlotte,4.0,True,u'average',1,True,True,False,True
Vp27tfpa318kEz_PwglbMA,Omni Palace Noodle House,Toronto,3.5,True,u'average',2,True,True,False,True
J5lgLvoKPzNqGCGPbznh-Q,China Express,Mesa,3.5,True,u'quiet',1,True,True,False,True
iiEjVLb4JDLE2xl8YGR-Gw,Chili King,Madison,3.5,True,u'quiet',2,True,True,False,False
f1ZKauu7dCB6iplmKqplAQ,Hong Kong Garden Seafood & Dim Sum Cafe,Las Vegas,3.5,False,'average',2,True,True,False,True
hQMx2ZbGAa_oxJNpnTZf8Q,The Diner,Oakdale,3.5,True,u'average',1,True,True,True,False
SwNYwAqyTEksiCzORkkC8A,Chat Bar,Unionville,4.0,False,u'average',2,True,False,False,True
uoV4aDfXbRmvyHSezdn--w,Tai's Asian Bistro,Madison,3.5,True,u'average',1,True,True,False,True
cCBySJPR4i7WFfEt8gjArg,Bahn Thai Restaurant,Madison,3.5,True,u'quiet',2,True,True,False,False
rT8DwZu7pvuWKRM1nwVuug,Bamboo China Restaurant,Phoenix,3.0,True,u'quiet',1,True,True,False,True
Eg3TRdo2y9ZtiJhykaNqiA,Kung Poa Express,Charlotte,4.5,True,u'average',2,True,True,False,True
VVW8mxu8Ru2UR3lVJYA81Q,Deer Garden Signatures,Richmond Hill,3.5,False,u'loud',2,True,True,False,True
hf761YTEXm0B1GdtGHGGYQ,China Bistro,Boulder City,4.5,True,u'quiet',2,True,True,False,False
7U23rwCmVWasFQ0cHRMYVw,China 8,Mississauga,3.0,True,u'quiet',1,True,True,False,True
9SNebKqP9jtwM7ebzsu3nA,Best Wok Chinese Restaurant,Phoenix,3.0,True,u'quiet',1,True,True,False,True
vbVJzKDhHlhMnKRpES5QzQ,Chengdu Taste | 滋味成都,Las Vegas,4.0,False,u'average',2,True,True,False,False
pqOn3CAS8IfeBa-ZfuH7Sg,Hibachi-San,Henderson,2.5,False,u'average',1,True,True,False,True
pzYqRsyspY-cy77cjdSWOg,China A Go Go,North Las Vegas,3.0,True,u'average',1,True,True,False,True
8keN8Z2sylAEXgMCJMQpDg,My house,Chandler,4.0,True,u'average',1,True,True,False,True
7GfA5WMSRd-JCaPxnwgIQw,Panda Express,Las Vegas,3.5,False,u'average',1,True,True,True,True
Ly48L1qSRdLpCSWcs_DWIw,Phoenix Restaurant,Markham,3.0,False,u'average',2,True,True,False,True
Z5T-muBHTERxj3jFqhiLHw,Zen Restaurant,Verona,4.0,False,'quiet',2,True,True,False,True
yU5IGuiwQq9QeIHF8M75WQ,Ten Ren's Tea,Markham,2.5,False,'average',2,True,True,False,True
-nudEBpbqQI4eR4KkjCl7g,Sea-Hi Chinese Food,North York,2.5,True,u'average',2,True,True,False,True
wcFscp4-QH0PJeIW1EOQEQ,Wang & King Asian Cafe,Charlotte,3.0,True,u'average',1,True,True,False,True
6CFO0CoQq0l-kUZrKdCBkQ,Xing Asian Bistro,Henderson,3.0,False,u'average',2,True,True,True,True
VFr0wUWq-qwe6nIRjdRYvg,Stone Cafe,Richmond Hill,3.5,False,u'average',2,True,True,False,True
XVLKLuGVWol1Ywwo_DAE6Q,Pho Vuho,Oakville,3.5,True,u'quiet',1,True,True,False,True
3ot6ucvk6eG6Zgtzc2-gwg,Sandy's Restaurant,Toronto,3.5,True,u'quiet',1,True,True,False,True
nbTwuhnXEyQRzPIAfGNS8w,Dragon House,Las Vegas,3.0,False,u'average',1,True,True,False,True
9OD0pQ0QYa_7dO-LbOBFZQ,Furama Cake and Desserts Garden,Toronto,3.0,False,u'average',1,True,True,False,True
_5XClj4E5VCIsEscbrrPKg,LoPan,Toronto,4.0,False,u'loud',3,True,False,False,True
y-jepn_1nL1OipL7lNnRMA,Little Pig Hot Pot,Toronto,3.5,False,u'loud',3,False,True,False,True
y-Jp4iSIMDJE4JzGBh7M-g,Noodlebox,Airdrie,4.5,True,u'average',2,True,True,False,False
1Vbt1GsmtQm2dkC4A2L_-g,Subba Asian Restaurant,Pittsburgh,4.0,False,u'quiet',1,True,True,False,True
5rb2tq_AhxQuRYu_bh464g,Vieng's Asian Bistro,Westlake,3.0,True,u'average',2,True,True,True,True
3fw2X5bZYeW9xCz_zGhOHg,Tracy Dessert,Markham,3.5,False,u'average',1,True,True,False,False
AMM3qOH9DUQzJHm9Q3vHag,Red Wok Buffet,Phoenix,3.0,False,u'average',2,True,True,False,True
so5zDDBvYTMjqpd0Tb8yqw,Amazing Wok,Charlotte,3.5,True,u'quiet',2,True,True,False,True
FeigEbRVs3d_WoMVUhIT7g,Crop Sticks,Cleveland,2.5,False,u'average',2,True,False,True,True
8C65DwwnazwYB2z9naHyaw,Golden Mountain Restaurant,Willoughby Hills,3.0,False,u'quiet',2,True,True,False,False
cPEo3-TmIqCwHLFGKZgwGg,Chou's Kitchen,Chandler,4.0,True,u'average',1,True,True,False,False
nl_gkvVXtsIlhGE0sP0qFw,Crazy Buffet,Tempe,2.5,False,u'average',2,True,True,False,True
iyPtSR0s6EkvaQFbdJ_jVA,Pearl King,Toronto,2.5,False,'average',2,True,True,True,True
qa5m0hm-u1YLpvnGMCpAaw,Asian Grill,Waxhaw,4.0,False,u'average',2,True,True,False,True
POiWEckMIOqX7TgBxXgCzw,China One,Las Vegas,3.5,True,u'quiet',1,True,True,False,True
tisVBZM6OFh1ih4x6rGtDw,Garden Gate Restaurant,Toronto,3.5,True,u'average',1,True,True,True,True
aTbz9GdpAf2M5MeAHVNhWw,Noodle King,Las Vegas,3.5,True,u'quiet',2,True,True,False,True
35AWV2l8s2DbBxKbexPU7A,Chang Jiang,Fitchburg,3.0,True,u'quiet',1,True,True,False,True
